herdId;nSheep;farmSize;import
6610;5;small;no_import
6611;7;small;import
6612;7;small;no_import
6613;2;small;no_import
6614;17;small;no_import
6615;83;large;no_import
6616;3;small;no_import
6617;5;small;no_import
6618;2;small;no_import
6619;2;small;no_import
6620;28;small;no_import
6621;6;small;no_import
6622;6;small;no_import
6623;43;large;no_import
6624;16;small;no_import
6625;2;small;no_import
6626;13;small;no_import
6627;2;small;no_import
6628;30;small;no_import
6629;19;small;no_import
6630;9;small;import
6631;4;small;no_import
6632;3;small;no_import
6633;23;small;no_import
6634;24;small;no_import
6635;2;small;no_import
6636;15;small;no_import
6637;11;small;no_import
6638;23;small;no_import
6639;10;small;no_import
6640;8;small;no_import
6641;6;small;no_import
6642;37;large;no_import
6643;4;small;no_import
6644;1;small;no_import
6645;4;small;no_import
6646;4;small;no_import
6647;39;large;import
6648;7;small;no_import
6649;3;small;no_import
6650;3;small;no_import
6651;21;small;import
6652;2;small;no_import
6653;37;large;no_import
6654;13;small;no_import
6655;4;small;no_import
6656;26;small;import
6657;10;small;no_import
6658;11;small;no_import
6659;62;large;no_import
6660;7;small;no_import
6661;5;small;no_import
6662;11;small;import
6663;2;small;no_import
6664;39;large;no_import
6665;106;large;no_import
6666;11;small;no_import
6667;7;small;no_import
6668;5;small;no_import
6669;36;large;no_import
6670;17;small;no_import
6671;1;small;no_import
6672;5;small;no_import
6673;6;small;no_import
6674;7;small;no_import
6675;13;small;no_import
6676;32;large;no_import
6677;7;small;no_import
6678;16;small;no_import
6679;93;large;no_import
6680;5;small;no_import
6681;3;small;no_import
6682;39;large;no_import
6683;71;large;import
6684;8;small;no_import
6685;13;small;no_import
6686;11;small;no_import
6687;8;small;no_import
6688;7;small;import
6689;5;small;no_import
6690;3;small;no_import
6691;2;small;no_import
6692;12;small;no_import
6693;1;small;no_import
6694;9;small;no_import
6695;10;small;no_import
6696;11;small;no_import
6697;22;small;import
6698;4;small;import
6699;5;small;no_import
6700;24;small;no_import
6701;2;small;no_import
6702;7;small;no_import
6703;35;large;no_import
6704;7;small;no_import
6705;22;small;no_import
6706;21;small;no_import
6707;2;small;no_import
6708;4;small;no_import
6709;8;small;no_import
6710;24;small;import
6711;4;small;no_import
6712;40;large;no_import
6713;7;small;import
6714;3;small;no_import
6715;75;large;no_import
6716;1;small;import
6717;8;small;import
6718;14;small;no_import
6719;3;small;no_import
6720;16;small;no_import
6721;2;small;no_import
6722;17;small;no_import
6723;6;small;no_import
6724;3;small;no_import
6725;16;small;no_import
6726;7;small;no_import
6727;2;small;import
6728;13;small;no_import
6729;23;small;no_import
6730;8;small;no_import
6731;22;small;no_import
6732;7;small;no_import
6733;17;small;import
6734;3;small;no_import
6735;7;small;no_import
6736;45;large;no_import
6737;21;small;no_import
6738;6;small;import
6739;26;small;no_import
6740;3;small;import
6741;3;small;no_import
6742;3;small;no_import
6743;4;small;no_import
6744;5;small;no_import
6745;4;small;no_import
6746;27;small;no_import
6747;1;small;no_import
6748;11;small;no_import
6749;4;small;no_import
6750;5;small;no_import
6751;3;small;import
6752;21;small;no_import
6753;21;small;no_import
6754;17;small;no_import
6755;53;large;no_import
6756;6;small;no_import
6757;2;small;no_import
6758;31;large;no_import
6759;6;small;no_import
6760;33;large;no_import
6761;21;small;no_import
6762;5;small;no_import
6763;11;small;no_import
6764;15;small;no_import
6765;67;large;no_import
6766;14;small;no_import
6767;8;small;no_import
6768;4;small;import
6769;15;small;no_import
6770;13;small;no_import
6771;18;small;import
6772;20;small;import
6773;2;small;no_import
6774;10;small;no_import
6775;8;small;no_import
6776;1;small;no_import
6777;4;small;no_import
6778;6;small;no_import
6779;12;small;no_import
6780;7;small;no_import
6781;8;small;no_import
6782;86;large;no_import
6783;35;large;no_import
6784;3;small;no_import
6785;14;small;no_import
6786;94;large;no_import
6787;5;small;no_import
6788;5;small;no_import
6789;33;large;no_import
6790;6;small;import
6791;12;small;no_import
6792;16;small;no_import
6793;19;small;no_import
6794;6;small;no_import
6795;6;small;import
6796;3;small;no_import
6797;2;small;no_import
6798;4;small;no_import
6799;62;large;import
6800;23;small;no_import
6801;143;large;no_import
6802;4;small;no_import
6803;26;small;no_import
6804;11;small;import
6805;26;small;no_import
6806;3;small;no_import
6807;4;small;no_import
6808;6;small;import
6809;2;small;no_import
6810;4;small;no_import
6811;2;small;import
6812;13;small;no_import
6813;5;small;no_import
6814;64;large;no_import
6815;98;large;no_import
6816;10;small;no_import
6817;2;small;no_import
6818;12;small;no_import
6819;21;small;no_import
6820;30;small;import
6821;5;small;no_import
6822;27;small;no_import
6823;14;small;import
6824;36;large;no_import
6825;31;large;no_import
6826;9;small;no_import
6827;11;small;no_import
6828;21;small;no_import
6829;3;small;no_import
6830;2;small;no_import
6831;34;large;no_import
6832;17;small;no_import
6833;20;small;no_import
6834;8;small;no_import
6835;1;small;no_import
6836;7;small;no_import
6837;5;small;no_import
6838;3;small;no_import
6839;20;small;no_import
6840;13;small;no_import
6841;3;small;no_import
6842;32;large;no_import
6843;1;small;no_import
6844;4;small;import
6845;12;small;no_import
6846;5;small;no_import
6847;35;large;no_import
6848;8;small;no_import
6849;14;small;no_import
6850;6;small;no_import
6851;47;large;no_import
6852;38;large;no_import
6853;21;small;no_import
6854;5;small;no_import
6855;4;small;no_import
6856;20;small;no_import
6857;17;small;no_import
6858;14;small;no_import
6859;15;small;no_import
6860;25;small;no_import
6861;3;small;no_import
6862;48;large;no_import
6863;7;small;import
6864;3;small;no_import
6865;9;small;import
6866;3;small;no_import
6867;13;small;no_import
6868;2;small;no_import
6869;15;small;no_import
6870;21;small;no_import
6871;7;small;no_import
6872;98;large;no_import
6873;5;small;no_import
6874;13;small;no_import
6875;6;small;import
6876;4;small;no_import
6877;34;large;no_import
6878;4;small;no_import
6879;15;small;no_import
6880;17;small;no_import
6881;9;small;no_import
6882;6;small;no_import
6883;22;small;no_import
6884;65;large;no_import
6885;8;small;no_import
6886;2;small;import
6887;30;small;no_import
6888;1;small;no_import
6889;177;large;no_import
6890;5;small;no_import
6891;2;small;no_import
6892;13;small;no_import
6893;2;small;no_import
6894;48;large;import
6895;121;large;import
6896;3;small;no_import
6897;10;small;no_import
6898;11;small;no_import
6899;7;small;no_import
6900;14;small;no_import
6901;4;small;no_import
6902;11;small;no_import
6903;2;small;no_import
6904;34;large;no_import
6905;2;small;import
6906;4;small;no_import
6907;5;small;import
6908;8;small;no_import
6909;5;small;no_import
6910;3;small;no_import
6911;4;small;no_import
6912;2;small;no_import
6913;7;small;import
6914;23;small;import
6915;1;small;no_import
6916;11;small;no_import
6917;3;small;no_import
6918;3;small;no_import
6919;1;small;no_import
6920;15;small;no_import
6921;7;small;no_import
6922;4;small;no_import
6923;2;small;no_import
6924;5;small;no_import
6925;9;small;no_import
6926;23;small;no_import
6927;27;small;no_import
6928;15;small;import
6929;8;small;no_import
6930;2;small;no_import
6931;27;small;no_import
6932;8;small;no_import
6933;2;small;no_import
6934;16;small;no_import
6935;30;small;import
6936;5;small;no_import
6937;2;small;no_import
6938;1;small;no_import
6939;59;large;no_import
6940;3;small;no_import
6941;4;small;no_import
6942;15;small;no_import
6943;4;small;no_import
6944;2;small;import
6945;2;small;import
6946;3;small;no_import
6947;1;small;no_import
6948;15;small;no_import
6949;24;small;no_import
6950;2;small;no_import
6951;5;small;no_import
6952;7;small;no_import
6953;3;small;no_import
6954;2;small;no_import
6955;13;small;no_import
6956;3;small;no_import
6957;7;small;no_import
6958;1;small;no_import
6959;4;small;no_import
6960;5;small;no_import
6961;5;small;no_import
6962;21;small;no_import
6963;3;small;no_import
6964;3;small;no_import
6965;18;small;no_import
6966;12;small;no_import
6967;2;small;no_import
6968;3;small;no_import
6969;17;small;no_import
6970;22;small;no_import
6971;3;small;no_import
6972;11;small;no_import
6973;6;small;no_import
6974;61;large;no_import
6975;4;small;no_import
6976;27;small;import
6977;23;small;no_import
6978;15;small;import
6979;15;small;no_import
6980;32;large;no_import
6981;90;large;no_import
6982;29;small;no_import
6983;11;small;no_import
6984;22;small;no_import
6985;1;small;no_import
6986;7;small;no_import
6987;2;small;no_import
6988;2;small;no_import
6989;6;small;no_import
6990;12;small;no_import
6991;11;small;no_import
6992;3;small;no_import
6993;104;large;no_import
6994;6;small;no_import
6995;6;small;no_import
6996;2;small;no_import
6997;3;small;no_import
6998;7;small;no_import
6999;3;small;no_import
7000;8;small;no_import
7001;16;small;no_import
7002;9;small;no_import
7003;3;small;no_import
7004;23;small;no_import
7005;3;small;no_import
7006;10;small;no_import
7007;5;small;no_import
7008;9;small;no_import
7009;5;small;no_import
7010;9;small;no_import
7011;10;small;no_import
7012;40;large;no_import
7013;26;small;import
7014;76;large;no_import
7015;5;small;no_import
7016;3;small;no_import
7017;16;small;no_import
7018;4;small;no_import
7019;2;small;no_import
7020;12;small;no_import
7021;3;small;no_import
7022;20;small;no_import
7023;9;small;no_import
7024;2;small;no_import
7025;7;small;import
7026;7;small;import
7027;1;small;no_import
7028;2;small;no_import
7029;4;small;no_import
7030;32;large;no_import
7031;10;small;no_import
7032;14;small;import
7033;21;small;no_import
7034;5;small;no_import
7035;15;small;no_import
7036;2;small;no_import
7037;5;small;no_import
7038;5;small;no_import
7039;5;small;no_import
7040;4;small;no_import
7041;58;large;no_import
7042;7;small;no_import
7043;5;small;no_import
7044;12;small;no_import
7045;21;small;no_import
7046;36;large;no_import
7047;2;small;no_import
7048;17;small;no_import
7049;8;small;no_import
7050;4;small;no_import
7051;94;large;no_import
7052;55;large;no_import
7053;4;small;no_import
7054;1;small;no_import
7055;4;small;no_import
7056;2;small;no_import
7057;10;small;no_import
7058;2;small;no_import
7059;4;small;no_import
7060;5;small;no_import
7061;18;small;no_import
7062;6;small;no_import
7063;15;small;no_import
7064;8;small;import
7065;44;large;no_import
7066;21;small;no_import
7067;7;small;no_import
7068;3;small;no_import
7069;18;small;no_import
7070;26;small;no_import
7071;5;small;no_import
7072;34;large;no_import
7073;12;small;no_import
7074;22;small;no_import
7075;20;small;no_import
7076;5;small;import
7077;32;large;no_import
7078;43;large;no_import
7079;8;small;no_import
7080;1;small;import
7081;3;small;no_import
7082;4;small;no_import
7083;4;small;no_import
7084;7;small;no_import
7085;57;large;no_import
7086;104;large;import
7087;21;small;no_import
7088;7;small;no_import
7089;2;small;no_import
7090;3;small;import
7091;7;small;no_import
7092;2;small;no_import
7093;14;small;no_import
7094;4;small;no_import
7095;21;small;no_import
7096;3;small;no_import
7097;4;small;no_import
7098;11;small;no_import
7099;4;small;no_import
7100;9;small;no_import
7101;2;small;no_import
7102;37;large;no_import
7103;6;small;no_import
7104;55;large;no_import
7105;13;small;no_import
7106;2;small;no_import
7107;3;small;no_import
7108;6;small;no_import
7109;5;small;no_import
7110;47;large;no_import
7111;3;small;no_import
7112;10;small;no_import
7113;1;small;no_import
7114;149;large;import
7115;2;small;no_import
7116;2;small;no_import
7117;20;small;no_import
7118;4;small;no_import
7119;21;small;no_import
7120;5;small;no_import
7121;3;small;import
7122;16;small;no_import
7123;1;small;no_import
7124;5;small;no_import
7125;3;small;no_import
7126;85;large;no_import
7127;23;small;no_import
7128;8;small;no_import
7129;13;small;no_import
7130;8;small;no_import
7131;4;small;no_import
7132;18;small;no_import
7133;6;small;no_import
7134;6;small;no_import
7135;1;small;no_import
7136;7;small;no_import
7137;22;small;no_import
7138;4;small;no_import
7139;2;small;no_import
7140;14;small;no_import
7141;4;small;no_import
7142;1;small;import
7143;10;small;no_import
7144;29;small;no_import
7145;10;small;no_import
7146;6;small;no_import
7147;49;large;no_import
7148;2;small;no_import
7149;11;small;no_import
7150;5;small;no_import
7151;24;small;no_import
7152;4;small;no_import
7153;7;small;no_import
7154;4;small;import
7155;47;large;no_import
7156;15;small;no_import
7157;3;small;no_import
7158;12;small;no_import
7159;13;small;no_import
7160;31;large;no_import
7161;2;small;no_import
7162;13;small;no_import
7163;34;large;no_import
7164;18;small;no_import
7165;23;small;no_import
7166;5;small;no_import
7167;15;small;no_import
7168;9;small;no_import
7169;24;small;no_import
7170;15;small;no_import
7171;6;small;no_import
7172;7;small;import
7173;11;small;no_import
7174;3;small;no_import
7175;9;small;no_import
7176;12;small;no_import
7177;3;small;import
